Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V,Cost
2531,5,white_wine,9.60,1.02,2.31,3.40,15.12,22.10,2.64,4.05,33.00,44.18,1.52,1.67,3.21,6.40,0.19,10.02
2532,4,white_wine,7.50,1.02,0.71,3.34,17.26,22.70,3.17,2.55,55.00,67.92,1.36,3.16,3.80,9.20,0.23,10.132000000000001
2533,5,red_wine,8.50,1.02,19.05,3.80,2.68,24.90,7.33,1.50,16.50,26.56,1.81,4.40,6.86,1.35,0.28,4.718999999999999
2534,6,white_wine,8.85,1.02,10.44,3.43,7.81,23.90,1.85,4.20,46.20,61.81,2.17,2.54,5.55,5.50,0.24,6.837999999999999
2535,4,white_wine,8.30,1.01,8.93,3.42,4.96,22.50,3.04,3.90,38.50,49.31,1.34,1.74,2.77,7.10,0.05,5.503
2536,4,white_wine,8.35,1.02,3.78,3.74,5.91,21.90,0.92,4.65,57.20,64.92,1.40,1.98,3.50,7.45,0.10,5.9495000000000005
2537,4,white_wine,9.00,1.01,8.26,3.15,6.01,,4.09,5.10,35.20,38.69,1.54,2.85,4.23,6.10,0.23,6.1274999999999995
2538,5,white_wine,7.45,1.02,3.63,3.10,15.12,24.90,1.06,4.05,26.40,37.65,1.02,2.54,3.07,6.45,0.25,9.2225
2539,5,red_wine,8.00,1.02,4.63,3.32,2.58,35.10,2.64,8.10,12.10,15.51,1.09,4.53,16.64,1.15,0.33,4.4319999999999995
2540,4,white_wine,7.50,1.02,2.84,3.44,16.74,22.50,1.98,5.40,39.60,55.87,1.60,1.86,3.07,6.20,0.07,9.939
2541,2,red_wine,8.75,1.02,6.61,3.65,3.63,30.30,11.29,3.30,11.00,15.33,1.63,5.95,6.13,4.00,0.28,5.164
2542,3,white_wine,8.80,1.01,0.51,3.41,2.49,24.10,2.90,4.20,22.00,44.71,0.96,2.05,5.11,8.55,0.03,4.6885
2543,4,white_wine,7.70,1.02,6.06,3.25,16.98,26.10,2.11,4.50,46.20,57.13,1.37,2.91,4.09,8.90,0.04,10.0765
2544,4,white_wine,8.15,1.02,2.27,3.39,1.92,26.30,1.19,3.15,25.30,40.03,1.67,1.67,4.38,5.65,0.17,4.231
2545,5,white_wine,8.18,1.02,5.22,3.53,6.10,22.10,1.19,4.95,31.90,41.81,1.80,1.67,5.26,5.25,0.22,5.9345
2546,5,red_wine,9.20,1.02,6.22,3.55,4.77,28.90,4.36,7.20,9.90,23.29,0.81,3.91,8.32,0.70,0.23,5.762499999999999
2547,3,red_wine,7.85,1.02,5.26,3.40,2.68,27.70,7.00,2.10,9.90,21.89,1.10,3.60,5.40,1.80,0.29,4.4315
2548,3,white_wine,7.40,1.02,5.24,3.18,22.72,,2.51,7.35,63.80,70.44,1.28,2.98,3.65,11.45,0.10,12.256999999999998
2549,5,white_wine,9.95,1.01,2.03,3.64,4.67,21.30,5.41,1.95,17.60,24.75,1.52,1.86,9.93,5.50,0.16,5.9975
2550,4,white_wine,8.70,1.01,3.85,3.28,4.67,22.90,3.96,2.85,38.50,51.59,1.08,1.80,2.92,5.65,0.31,5.505999999999999
2551,5,white_wine,8.55,1.02,10.45,3.32,9.71,23.70,1.32,4.20,30.80,38.77,0.80,1.86,3.36,5.35,0.27,7.4765
2552,4,white_wine,8.35,1.02,3.99,3.53,4.87,23.50,1.32,2.85,61.60,74.97,1.46,2.29,6.42,7.75,0.19,5.502
2553,4,white_wine,8.15,1.02,2.68,3.48,7.53,22.90,1.85,7.35,45.10,58.42,1.15,2.79,4.38,7.25,0.01,6.4885
2554,4,white_wine,8.40,1.02,5.50,3.34,9.71,23.70,1.32,3.60,69.30,75.77,1.37,3.04,4.23,9.10,0.21,7.427
2555,4,white_wine,8.20,1.02,4.80,3.15,3.63,27.30,1.06,5.70,44.00,58.25,1.20,1.92,2.48,6.85,0.16,4.8965
2556,4,white_wine,8.25,1.01,3.84,3.51,1.92,23.50,1.98,3.75,29.70,38.81,0.92,1.67,4.67,6.85,0.24,4.2829999999999995
2557,5,white_wine,8.65,1.01,5.97,3.56,1.92,23.90,2.64,4.50,49.50,66.61,1.51,2.36,2.34,6.30,0.08,4.430499999999999
2558,4,white_wine,9.30,1.01,3.98,3.37,1.63,23.10,2.38,4.65,63.80,75.20,1.18,1.55,4.67,6.95,0.00,4.5135
2559,3,white_wine,8.35,1.02,1.44,3.44,10.28,24.50,2.38,4.80,24.20,31.59,0.90,3.29,3.94,5.40,0.16,7.6525
2560,4,red_wine,7.70,1.02,2.02,3.55,2.11,24.10,8.05,1.20,23.10,37.12,0.76,5.46,4.67,4.15,0.28,4.1735
2561,3,white_wine,8.60,1.02,4.28,3.24,7.05,25.10,1.98,5.40,46.20,50.83,1.59,1.67,1.46,7.75,0.23,6.418
2562,4,white_wine,8.60,1.01,3.48,3.44,2.30,24.10,2.24,8.40,20.90,38.15,1.52,1.61,4.53,4.45,0.24,4.547
2563,3,white_wine,8.15,1.02,4.32,3.36,2.30,28.30,2.64,7.35,9.90,11.57,1.22,3.10,3.50,5.30,0.01,4.3785
2564,5,white_wine,8.65,1.01,4.82,3.35,1.25,21.70,1.85,4.35,36.30,48.94,1.16,1.55,2.04,4.15,0.24,4.131
2565,4,red_wine,7.80,1.02,7.79,3.60,2.11,27.90,1.85,7.20,30.80,44.63,1.05,4.22,4.53,2.70,0.17,4.216
2566,3,red_wine,7.65,1.02,11.46,3.66,2.11,24.30,7.52,2.70,13.20,22.72,1.26,3.78,5.55,1.70,0.15,4.172499999999999
2567,4,red_wine,8.35,1.02,2.12,3.42,2.87,25.10,5.41,3.00,7.70,14.29,1.56,20.03,9.93,0.40,0.41,4.685499999999999
2568,4,white_wine,9.30,1.01,10.38,3.49,1.54,20.90,2.77,5.70,33.00,47.26,0.97,,2.04,6.30,0.13,4.4955
2569,5,white_wine,8.10,1.02,6.40,3.86,2.21,22.10,2.11,4.05,42.90,60.18,1.23,2.42,4.67,8.20,0.00,4.3999999999999995
2570,4,white_wine,7.70,1.02,7.35,3.23,13.89,25.90,1.85,6.75,57.20,68.31,1.89,1.80,3.50,6.75,0.22,8.8375
2571,3,white_wine,8.00,10.16,3.12,3.25,2.40,25.90,1.45,3.90,7.70,20.91,1.32,1.86,7.59,6.85,0.06,5.2635
2572,3,white_wine,8.35,1.02,7.32,3.35,2.30,24.70,0.92,6.00,25.30,28.40,1.45,2.54,3.36,4.30,0.30,4.446999999999999
2573,4,white_wine,7.75,1.02,2.32,3.38,12.37,22.70,7.79,7.20,61.60,65.12,0.92,2.67,4.38,10.80,0.13,8.2695
2574,4,white_wine,8.15,1.02,4.59,3.64,1.63,25.50,2.38,4.65,50.60,59.87,1.60,2.11,4.09,7.45,0.23,4.1525
2575,3,white_wine,7.75,1.02,4.94,3.33,17.83,22.30,3.43,3.60,35.20,45.31,1.20,2.54,5.69,8.90,0.06,10.446
2576,4,white_wine,8.35,1.02,4.84,3.69,5.15,24.10,0.66,4.50,33.00,40.46,1.46,2.91,2.92,5.80,0.06,5.638
2577,5,white_wine,8.65,1.02,5.02,3.21,6.10,27.70,2.64,6.75,14.30,32.30,1.17,0.81,1.61,2.15,0.02,6.051
2578,3,red_wine,8.00,1.02,9.60,3.83,2.30,23.50,6.07,1.95,15.40,30.86,1.06,4.15,6.13,1.50,0.29,4.3965
2579,3,white_wine,8.20,1.02,2.86,3.38,7.33,28.70,3.43,7.35,31.90,47.52,1.76,2.67,5.69,7.00,0.25,6.411
2580,6,white_wine,9.40,1.01,11.56,3.67,2.21,23.70,3.83,4.20,69.30,74.05,1.13,0.93,5.55,5.00,0.22,4.8255
2581,3,red_wine,7.75,1.02,5.74,3.29,1.82,24.10,7.13,2.70,6.60,17.79,1.83,3.29,5.55,2.20,0.30,4.036
2582,3,white_wine,7.60,1.02,1.10,3.52,12.84,22.50,1.72,3.90,63.80,70.45,1.00,2.54,3.50,7.20,0.11,8.426
2583,5,white_wine,8.80,1.01,3.60,3.27,2.11,23.30,1.06,4.35,42.90,53.87,1.90,2.54,3.21,7.05,0.18,4.5155
2584,4,white_wine,8.60,1.02,1.35,3.21,9.80,24.10,3.30,11.70,22.00,44.80,1.50,2.05,4.82,12.25,0.19,7.5135000000000005
2585,5,white_wine,9.40,1.01,4.36,3.67,4.67,20.10,2.51,4.80,62.70,80.65,1.90,1.43,1.31,8.60,0.15,5.8095
2586,4,white_wine,7.85,1.02,2.07,3.37,8.19,23.30,2.38,7.80,56.10,63.32,1.27,2.36,3.65,9.25,0.16,6.630999999999999
2587,4,red_wine,7.65,1.02,6.54,3.38,3.15,26.70,6.60,1.95,14.30,29.45,1.81,5.39,5.84,2.85,0.42,4.5465
2588,4,white_wine,8.15,1.02,2.59,3.32,8.09,23.50,1.98,4.95,48.40,53.76,1.23,2.42,4.38,8.50,0.23,6.6884999999999994
2589,3,red_wine,8.10,1.02,4.89,3.56,2.58,24.50,6.60,0.45,6.60,18.85,1.05,4.22,4.38,1.10,0.19,4.502999999999999
2590,3,red_wine,7.90,1.02,1.86,3.41,2.49,30.10,3.17,8.85,2.20,14.48,0.38,4.22,8.18,0.45,0.10,4.3745
2591,4,red_wine,8.25,1.02,3.40,3.43,2.96,30.90,6.20,3.45,18.70,33.90,1.70,5.08,6.13,2.10,0.12,4.688
2592,4,white_wine,8.60,1.01,2.11,3.49,5.15,22.10,2.51,4.65,58.30,72.40,1.30,2.11,4.38,8.20,0.06,5.6945
2593,5,white_wine,9.75,1.01,5.93,3.25,7.91,26.30,4.22,4.80,24.20,33.38,1.38,1.36,3.50,5.60,0.01,7.164999999999999
2594,4,red_wine,8.80,1.02,0.90,3.70,2.40,25.30,8.38,0.00,31.90,40.23,1.62,3.66,6.28,1.45,0.37,4.697
2595,4,white_wine,8.00,1.02,6.70,3.25,5.72,22.10,0.79,2.55,39.60,60.30,1.13,1.67,5.11,6.05,0.13,5.677499999999999
2596,5,white_wine,9.10,1.01,8.72,3.18,9.04,24.10,3.04,4.65,48.40,60.78,1.04,1.67,1.31,6.70,0.03,7.379
2597,4,white_wine,7.55,1.02,2.56,3.31,17.31,22.10,2.64,3.60,45.10,52.28,1.58,2.36,3.36,5.25,0.26,10.165
2598,3,white_wine,7.50,1.02,7.89,3.19,10.85,25.10,1.98,10.20,39.60,48.29,1.26,2.36,2.34,6.35,0.18,7.5455
2599,5,white_wine,8.05,1.02,3.12,3.33,9.04,23.50,1.72,6.30,33.00,45.10,0.87,2.48,7.59,7.20,0.23,7.034999999999999
2600,4,white_wine,8.40,1.01,8.95,3.72,1.63,20.70,4.16,1.05,27.50,36.95,1.07,1.61,1.90,4.80,0.14,4.251
2601,5,white_wine,9.40,1.01,0.35,3.67,4.67,20.10,2.51,4.80,62.70,74.66,2.30,1.43,1.31,8.60,0.20,5.8095
2602,3,white_wine,8.95,1.01,6.47,3.47,2.21,22.30,1.58,6.00,34.10,36.88,1.87,1.18,7.30,6.60,0.17,4.638
2603,3,red_wine,8.25,1.02,0.39,3.45,3.06,24.30,5.28,4.20,5.50,23.91,1.11,3.66,4.53,0.50,0.14,4.731
2604,5,white_wine,8.60,1.02,3.73,3.46,8.86,23.50,2.64,5.10,34.10,46.51,2.10,2.42,4.67,5.25,0.21,7.175
2605,4,white_wine,8.00,1.02,3.64,3.66,13.70,23.10,4.36,3.60,25.30,41.25,1.13,2.42,4.53,5.35,0.10,8.931000000000001
2606,4,white_wine,7.80,1.02,8.52,3.51,9.61,23.30,4.09,5.70,52.80,61.32,1.69,2.73,5.11,11.00,0.26,7.2025
2607,6,white_wine,10.10,1.01,4.86,3.54,1.54,19.90,3.30,4.65,41.80,59.12,1.24,0.43,5.40,7.20,0.25,4.7829999999999995
2608,5,white_wine,8.90,1.01,3.01,3.50,1.92,23.50,1.85,5.55,25.30,32.03,1.76,1.18,5.40,4.80,0.12,4.5089999999999995
2609,3,red_wine,8.70,1.02,5.05,3.39,2.58,27.30,5.15,4.05,14.30,21.43,0.67,2.85,8.47,1.10,0.27,4.687499999999999
2610,3,red_wine,7.75,1.02,10.16,3.55,2.11,23.10,5.81,1.65,13.20,38.69,1.24,3.97,4.38,1.60,0.20,4.191
2611,5,red_wine,8.70,1.02,6.49,3.67,2.30,22.50,4.09,6.45,14.30,26.08,1.30,3.84,9.49,0.90,0.09,4.6175
2612,3,white_wine,8.20,1.02,7.17,3.53,2.49,23.70,6.47,4.35,15.40,23.87,1.49,1.92,7.59,3.55,0.24,4.4975
2613,6,white_wine,8.70,1.02,3.94,3.47,7.05,25.70,2.77,5.40,40.70,50.15,1.41,2.05,2.19,7.75,0.14,6.4875
2614,4,white_wine,9.20,1.01,2.90,3.15,2.30,26.70,2.38,4.65,14.30,26.84,1.49,1.24,8.03,6.75,0.03,4.7135
2615,4,white_wine,8.10,1.02,4.33,3.70,14.17,25.30,4.82,6.60,73.70,92.96,1.78,2.23,2.04,10.30,0.01,9.16
2616,3,red_wine,8.55,1.02,9.20,3.45,2.58,28.50,6.07,4.65,11.00,28.73,1.11,6.39,4.96,1.60,0.06,4.644
2617,5,white_wine,7.40,1.02,1.79,3.42,14.27,26.10,1.85,6.30,48.40,53.19,1.25,2.17,6.86,7.85,0.27,8.913
2618,3,white_wine,7.40,1.02,5.09,3.42,17.45,24.70,2.11,5.85,48.40,62.54,1.19,2.98,2.04,7.15,0.17,10.185
2619,4,red_wine,8.60,1.02,1.39,3.55,2.68,26.70,3.43,6.00,25.30,43.83,1.64,3.47,9.34,2.10,0.36,4.7165
2620,3,red_wine,7.85,1.02,7.05,3.54,2.49,24.70,8.05,4.80,37.40,49.88,1.08,3.72,4.23,4.90,0.29,4.3765
2621,4,red_wine,8.60,1.02,3.53,3.39,2.11,30.90,2.11,7.35,5.50,11.37,1.53,4.09,12.26,0.70,0.17,4.4645
2622,4,white_wine,8.10,1.01,6.03,3.42,1.63,23.50,2.51,1.80,67.10,81.80,1.18,1.98,2.92,6.60,0.24,4.100999999999999
2623,3,white_wine,8.30,1.02,11.53,3.40,7.05,22.50,2.24,8.10,62.70,74.12,1.63,2.29,7.01,8.50,0.18,6.337000000000001
2624,1,white_wine,8.60,1.01,0.65,3.45,2.30,24.30,5.41,3.30,160.05,174.13,1.33,2.36,2.19,15.07,0.00,4.5485
2625,4,white_wine,9.20,1.01,0.78,3.41,5.15,23.90,4.75,4.05,35.20,51.83,1.73,1.80,2.92,8.00,0.19,5.8925
2626,6,white_wine,9.25,1.01,1.55,3.46,4.29,23.90,2.90,4.95,27.50,28.39,1.49,1.61,8.32,7.45,0.22,5.5735
2627,4,white_wine,8.10,1.01,10.74,3.43,2.87,21.50,3.17,7.50,17.60,33.33,0.92,2.48,6.13,7.45,0.19,4.5985
2628,6,white_wine,8.55,1.01,3.05,3.34,7.24,22.90,1.85,4.80,15.40,19.32,1.32,1.18,4.82,3.85,0.08,6.490500000000001
2629,4,red_wine,8.85,1.02,7.41,3.50,1.54,24.70,2.97,5.85,6.60,20.25,1.40,3.10,4.38,0.25,0.36,4.3405
2630,5,white_wine,9.00,1.01,2.41,3.19,2.96,24.50,1.72,4.20,40.70,56.85,1.56,1.49,3.07,4.40,0.15,4.9135
2631,3,white_wine,7.65,1.02,2.74,3.40,6.10,23.70,3.17,5.10,4.40,4.13,1.06,2.54,2.63,6.15,0.12,5.7295
2632,5,white_wine,8.85,1.02,1.59,3.36,4.77,27.90,2.90,5.25,34.10,49.57,1.46,1.43,3.36,7.10,0.14,5.6114999999999995
2633,2,red_wine,7.90,1.02,6.78,3.53,2.87,25.10,3.96,7.20,23.10,36.50,1.06,3.97,7.01,3.90,0.19,4.5445
2634,3,white_wine,7.70,1.02,2.72,3.13,14.27,23.70,1.72,8.25,36.30,56.91,1.45,2.73,3.21,7.65,0.00,8.974499999999999
2635,4,red_wine,8.35,1.01,11.81,3.54,2.11,22.90,6.34,2.25,17.60,32.81,1.21,4.28,5.55,2.95,0.07,4.3985
2636,3,white_wine,7.60,1.02,1.39,3.32,15.31,23.90,2.90,3.15,52.80,64.26,1.78,2.91,3.80,7.65,0.15,9.384
2637,4,white_wine,9.47,1.01,9.22,3.47,4.10,21.50,2.64,4.50,38.50,49.32,1.83,1.05,5.26,4.95,0.02,5.576
2638,3,red_wine,8.30,1.02,10.27,3.71,2.11,24.30,4.62,2.55,28.60,35.44,1.58,4.53,6.13,2.25,0.03,4.407500000000001
2639,5,white_wine,8.50,1.02,14.20,3.42,2.02,23.90,1.45,5.25,35.20,50.80,0.79,1.67,4.67,4.75,0.09,4.398
2640,4,white_wine,7.50,1.02,4.86,3.62,8.76,23.70,0.92,4.80,25.30,34.72,1.50,3.04,2.63,5.20,0.17,6.774
2641,5,white_wine,7.50,1.02,10.23,3.33,13.13,27.50,1.98,4.80,37.40,53.42,1.03,2.17,3.65,8.15,0.13,8.4785
2642,5,red_wine,9.90,1.01,4.18,3.90,2.11,20.30,4.49,0.00,18.70,27.80,0.80,2.17,7.45,4.10,0.10,4.995
2643,3,white_wine,7.85,1.01,7.52,3.27,1.35,22.90,2.77,8.55,15.40,32.57,1.88,3.16,2.77,5.70,0.14,3.8789999999999996
2644,5,red_wine,8.90,1.02,6.16,3.44,2.96,30.10,4.75,7.35,11.00,21.16,2.23,4.22,5.99,0.65,0.18,4.917
2645,5,white_wine,7.85,1.02,1.82,3.12,11.42,24.30,1.58,5.40,48.40,51.37,1.25,2.05,5.40,5.90,0.03,7.8855
2646,6,white_wine,9.70,1.01,4.20,3.44,1.44,23.30,1.06,5.40,28.60,38.79,1.74,1.36,1.75,4.35,0.04,4.587999999999999
2647,3,red_wine,7.80,1.02,3.67,3.41,1.82,27.30,5.81,5.70,4.40,16.32,0.81,5.39,4.38,0.60,0.01,4.0714999999999995
2648,3,red_wine,7.90,1.02,4.01,3.49,3.44,28.30,7.66,2.25,8.80,15.43,0.84,5.46,4.67,2.65,0.12,4.7665
2649,3,red_wine,8.30,1.02,2.92,3.75,2.11,24.10,5.54,2.10,9.90,23.04,1.27,4.28,5.69,0.85,0.02,4.4135
2650,4,white_wine,8.45,1.02,3.25,3.25,12.61,24.10,0.66,5.55,38.50,47.70,1.52,2.05,4.82,4.95,0.18,8.591
2651,3,white_wine,7.85,1.02,0.60,3.43,7.53,23.10,3.04,2.10,36.30,48.93,1.11,2.17,4.09,6.35,0.00,6.3759999999999994
2652,4,white_wine,9.05,1.01,8.49,3.17,2.02,25.90,2.51,4.05,26.40,45.59,1.66,1.55,4.23,5.80,0.15,4.552
2653,5,white_wine,8.60,1.01,2.59,3.58,2.30,23.10,2.90,4.80,36.30,46.59,1.32,2.17,6.72,4.20,0.22,4.568
2654,3,white_wine,8.45,1.01,3.75,3.45,1.82,21.90,3.17,3.90,17.60,26.32,1.89,2.98,2.04,6.75,0.25,4.303999999999999
2655,4,white_wine,8.50,1.02,4.70,3.31,2.96,27.30,1.19,4.20,40.70,55.06,1.71,2.36,4.96,7.20,0.21,4.757499999999999
2656,4,red_wine,9.75,1.01,4.29,3.51,2.40,24.30,4.09,1.80,14.30,19.27,1.25,3.47,4.53,0.90,0.13,4.999999999999999
2657,3,white_wine,7.55,1.02,2.74,3.36,4.01,25.30,2.51,3.60,19.80,34.28,1.17,3.04,3.36,5.45,0.10,4.852499999999999
2658,3,red_wine,7.75,1.02,5.25,3.22,2.11,27.30,7.33,10.20,19.80,35.70,1.54,24.43,13.58,2.50,0.30,4.1415
2659,4,white_wine,9.35,1.01,8.69,3.44,1.82,26.10,1.98,6.90,31.90,40.78,1.45,1.30,3.65,5.95,0.27,4.6175
2660,4,white_wine,7.55,1.02,5.93,3.53,15.03,24.70,1.85,6.15,59.40,69.67,0.49,2.54,5.40,9.25,0.19,9.286
2661,5,white_wine,8.75,1.01,6.17,3.32,1.54,22.90,1.06,6.60,41.80,56.31,1.24,2.60,7.74,5.80,0.25,4.2775
2662,6,red_wine,9.35,1.02,1.08,3.42,2.11,28.30,4.22,7.50,6.60,13.22,1.47,3.84,6.86,0.50,0.25,4.7315
2663,1,white_wine,7.80,1.02,3.67,3.77,1.87,23.50,2.24,3.90,129.25,142.38,0.70,1.98,5.99,10.50,0.00,4.1455
2664,4,red_wine,8.65,1.02,12.44,3.50,2.30,29.10,3.83,7.80,12.10,31.61,1.44,4.90,5.26,2.25,0.12,4.5745
2665,5,red_wine,9.45,1.02,4.50,3.56,2.68,24.30,7.66,0.00,5.50,16.35,1.99,2.67,6.42,0.25,0.14,5.015499999999999
2666,3,white_wine,8.00,1.02,5.05,3.30,1.92,25.30,2.90,5.55,28.60,35.52,1.32,4.84,4.09,8.55,0.07,4.165
2667,3,white_wine,8.70,1.01,0.52,3.53,1.54,22.10,0.79,5.55,68.20,75.48,1.10,1.43,3.21,7.10,0.11,4.291499999999999
2668,4,white_wine,8.80,1.02,5.81,3.18,8.76,24.90,1.85,3.90,24.20,25.85,1.48,1.12,2.77,5.30,0.10,7.163
2669,5,white_wine,9.90,1.01,3.39,3.39,3.72,22.10,3.96,3.90,40.70,51.68,1.45,1.61,3.65,5.25,0.07,5.5625
2670,4,red_wine,8.40,1.02,5.01,3.68,2.77,23.90,7.99,0.00,23.10,32.20,1.68,5.95,5.11,1.55,0.39,4.702
2671,3,white_wine,8.00,1.02,0.75,3.71,15.88,23.10,2.38,5.10,60.50,67.93,1.18,2.60,2.92,9.55,0.18,9.810500000000001
2672,4,red_wine,8.50,1.02,4.85,3.57,2.87,25.10,6.47,0.30,11.00,19.38,1.37,4.22,5.84,1.45,0.16,4.7604999999999995
2673,4,white_wine,8.60,1.01,1.60,3.36,6.86,22.10,1.58,3.90,23.10,34.74,1.16,2.48,2.92,4.35,0.02,6.359
2674,5,white_wine,9.05,1.01,5.06,3.37,2.58,24.10,2.24,6.75,42.90,56.56,1.95,2.23,3.80,5.60,0.02,4.806
2675,3,white_wine,8.10,1.02,5.61,3.91,4.96,22.10,2.51,4.20,33.00,44.14,1.66,3.35,7.15,9.75,0.10,5.507499999999999
2676,4,white_wine,8.00,1.02,6.07,3.54,11.42,23.30,2.38,3.75,48.40,58.77,1.15,2.23,3.07,8.60,0.05,8.001000000000001
2677,4,white_wine,8.15,1.02,3.42,3.38,1.92,22.10,4.22,4.50,31.90,48.57,2.12,2.36,3.80,5.55,0.25,4.2295
2678,4,red_wine,8.55,1.02,5.86,3.62,2.58,24.30,6.86,0.15,25.30,42.37,1.25,4.34,5.69,1.55,0.11,4.6695
2679,3,red_wine,7.70,1.02,11.33,3.33,15.12,31.30,2.64,5.85,5.50,13.32,0.64,3.72,6.42,0.85,0.29,9.3445
2680,3,white_wine,8.20,1.01,3.50,3.36,1.54,22.90,4.09,3.15,37.40,46.34,1.12,1.98,3.50,6.50,0.09,4.090999999999999
2681,3,red_wine,7.80,1.02,3.49,3.43,2.96,25.70,4.75,4.20,18.70,33.08,1.00,5.64,6.57,4.45,0.36,4.5305
2682,4,white_wine,9.80,1.01,3.19,3.49,3.06,23.30,4.49,4.95,15.40,19.04,1.87,1.55,4.23,3.95,0.18,5.2785
2683,3,white_wine,8.85,1.01,3.29,3.43,1.35,20.30,1.98,2.70,13.20,21.75,1.46,2.73,2.48,4.65,0.22,4.253
2684,4,white_wine,9.15,1.01,1.19,3.39,9.52,23.70,3.17,5.85,36.30,37.98,1.60,1.05,1.90,5.90,0.05,7.62
2685,3,white_wine,7.75,1.02,4.23,3.19,17.36,25.90,1.06,11.10,56.10,69.94,1.37,1.74,2.77,9.05,0.02,10.237
2686,3,white_wine,7.85,1.02,2.20,3.25,11.89,24.10,4.75,3.60,73.70,90.73,1.31,2.91,4.09,10.20,0.14,8.093
2687,3,white_wine,7.60,1.02,3.67,3.06,4.67,,5.28,1.80,24.20,44.74,1.46,2.54,1.90,4.00,0.09,5.0889999999999995
2688,5,white_wine,9.05,1.01,2.15,3.37,2.58,24.10,2.24,6.75,42.90,54.50,1.73,2.23,3.80,5.60,0.11,4.806
2689,4,white_wine,9.10,1.01,4.01,3.37,1.44,21.70,1.32,5.55,33.00,56.36,1.07,1.67,3.80,4.50,0.20,4.3675
2690,2,red_wine,8.35,1.02,0.78,3.98,1.73,20.10,12.41,0.60,44.00,51.18,1.38,2.23,3.80,3.95,0.15,4.3134999999999994
2691,5,white_wine,9.95,1.01,2.88,3.46,4.67,21.70,3.04,4.80,29.70,44.56,1.84,0.93,4.38,4.40,0.20,5.9704999999999995
2692,4,white_wine,7.85,1.02,2.75,3.16,3.06,26.90,1.58,4.65,16.50,26.91,1.18,2.79,3.36,4.15,0.09,4.547499999999999
2693,4,white_wine,7.90,1.02,4.18,3.50,1.63,25.10,0.79,5.10,53.90,60.08,1.23,2.85,8.47,7.35,0.21,4.044
2694,4,white_wine,8.60,1.01,7.83,3.51,1.82,21.50,2.24,3.15,22.00,31.38,0.51,2.17,5.40,5.10,0.16,4.3655
2695,4,white_wine,9.30,1.01,5.00,3.50,1.82,21.70,6.60,0.00,35.20,37.36,1.90,0.68,2.34,4.50,0.16,4.609
2696,4,white_wine,9.20,1.01,2.74,3.38,1.82,24.10,3.17,5.25,25.30,30.98,1.64,1.86,6.13,5.95,0.16,4.556
2697,5,white_wine,9.40,1.01,6.71,3.16,6.43,27.70,3.30,6.60,8.80,19.25,1.77,0.93,2.63,4.05,0.19,6.437
2698,4,white_wine,9.50,1.01,4.20,3.68,5.15,21.90,7.52,3.45,20.90,32.50,1.52,1.61,3.80,6.10,0.03,6.038
2699,4,red_wine,7.45,1.02,11.58,3.53,1.92,25.90,2.11,6.00,11.00,20.13,0.95,2.91,9.49,0.95,0.09,4.007
2700,4,white_wine,8.80,1.01,8.67,3.20,2.11,24.10,4.22,3.75,55.00,71.46,1.60,2.54,4.82,9.15,0.26,4.505
2701,4,red_wine,8.65,1.02,7.22,3.37,2.21,27.10,5.15,4.05,18.70,34.12,1.68,3.04,9.20,1.60,0.29,4.519
2702,4,white_wine,7.65,1.02,8.22,3.64,12.84,24.90,1.32,5.40,78.10,101.37,1.24,2.91,1.90,7.85,0.15,8.461500000000001
2703,4,red_wine,8.30,1.02,9.44,3.51,2.87,25.10,6.47,1.20,14.30,20.72,2.11,4.96,5.40,1.05,0.43,4.6815
2704,4,white_wine,8.80,1.01,3.75,3.23,1.35,23.90,0.79,5.70,23.10,36.03,1.28,1.98,4.67,3.75,0.25,4.205500000000001
2705,4,red_wine,7.75,1.02,7.39,3.81,2.21,23.70,6.86,2.70,18.70,34.43,2.03,4.34,5.11,4.00,0.33,4.27
2706,3,white_wine,8.20,1.01,8.84,3.36,2.11,23.30,1.19,4.20,67.10,74.21,1.60,2.05,2.92,8.60,0.02,4.319
2707,4,red_wine,8.90,1.02,5.09,3.70,3.25,27.50,8.05,4.65,24.20,36.19,1.19,4.77,7.59,3.75,0.17,5.072
2708,4,white_wine,9.10,1.01,5.40,3.21,4.87,27.10,2.24,4.05,33.00,49.26,1.64,1.36,1.61,4.30,0.05,5.7155
2709,4,white_wine,8.15,1.01,3.61,3.44,1.82,22.70,1.72,4.20,49.50,49.93,1.11,2.60,2.92,6.80,0.07,4.1975
2710,3,white_wine,7.80,1.02,4.59,3.49,9.90,23.30,6.34,2.25,40.70,52.02,1.35,1.74,4.38,7.55,0.21,7.3155
2711,4,white_wine,9.15,1.02,3.63,3.31,9.43,25.30,3.17,3.75,15.40,23.68,1.32,1.30,3.21,6.50,0.23,7.573
2712,6,white_wine,9.35,1.02,5.18,3.59,14.17,24.30,3.17,5.10,49.50,50.53,1.85,1.86,4.09,7.20,0.13,9.581
2713,3,white_wine,8.10,1.02,10.00,3.50,6.67,21.70,3.43,3.15,53.90,73.27,1.51,1.92,5.84,8.05,0.24,6.129999999999999
2714,4,white_wine,8.40,1.01,1.16,3.60,1.73,23.70,1.85,4.65,36.30,42.34,1.19,2.73,8.03,5.40,0.06,4.273
